semester,course_letter,course_number,course_title,unique_number,instructor_name,id
"2018, Fall",ARC,327R,Poetics of Building.,00764,"Coker, Coleman",9142622
"2018, Fall",ARC,328W,Wood Design.,00765,"Macek, Mark",9154435
"2018, Fall",ARC,334K,Environmental Controls I.,00770,"Felkner, Juliana",9150188
"2018, Fall",ARC,334K,Environmental Controls I.,00775,"Felkner, Juliana",9150188
"2018, Fall",ARC,335M,Construction V.,00790,"Leach, Matthew",8876557
"2018, Fall",ARC,342E,History and Theories of Landscape Architecture I.,00800,"Benes, Miroslava",9142679
"2018, Fall",ARC,342R,"Central European Architecture, 1648-Present.",00804,"Long, Christopher",8876517
"2018, Fall",ARC,342S,Modern European Architecture.,00810,"Udovicki, Danilo",9142878
"2018, Fall",ARC,342T,Advanced Architecture History.,00815,"Milovanovic-Bertram, S",9150164
"2018, Fall",ARC,361T,Technical Communication.,00860,"Smith, Marla",9142697
"2018, Fall",ARC,362,Professional Practice.,00870,"Shuley, Keith",8851428
"2018, Fall",ARC,382,Professional Practice.,00920,"Shuley, Keith",8851432
"2018, Fall",ARC,384L,Environmental Control II.,00940,"Pyrek, Adam",8876961
"2018, Fall",ARC,385M,Construction III.,00945,"Dangel, Ulrich",8876497
"2018, Fall",ARC,386K,Theory of Architecture I.,00950,"Haettasch, Martin",8876469
"2018, Fall",ARC,386K,Theory of Architecture I.,00959,"Heymann, David",8857749
"2018, Fall",ARC,386L,Theory of Architecture II.,00960,"Cleary, Richard",8876418
"2018, Fall",ARC,386M,Topics in Architectural Theory.,00963,"Glass, Tamie",8876413
"2018, Fall",ARC,386M,Topics in Architectural Theory.,00969,"Briscoe, Danelle",8876543
"2018, Fall",ARC,386M,Topics in Architectural Theory.,00970,"Lopez, Sarah",8854018
"2018, Fall",ARC,386M,Topics in Architectural Theory.,00973,"Smith, Gregory",8863794
"2018, Fall",ARC,386M,Topics in Architectural Theory.,00974,"Lewis, Charlton",8888173
"2018, Fall",ARC,386M,Topics in Architectural Theory.,00979,"Garrison, Michael",8853087
"2018, Fall",ARC,386M,Design Firm Leadership.,00980,"Jennings, Richard",8856126
"2018, Fall",ARC,386M,Energy Modeling and the Design Process.,00989,"Whitsett, Dason",8876629
"2018, Fall",ARC,387G,World Architecture: The Industrial Revolution to the Present.,00995,"Cleary, Richard",8876421
"2018, Fall",ARC,388R,Topics in the History of Architecture and Historic Preservation.,01000,"Lopez, Sarah",8853885
"2018, Fall",ARC,388R,"History of Central European Architecture, 1648-Present.",01004,"Long, Christopher",8876518
"2018, Fall",ARC,388R,Methodologies in Architectural History.,01009,"Long, Christopher",8876524
"2018, Fall",ARC,391C,Topics in Landscape Architecture History and Theory.,01035,"Almy, Dean",8876584
"2018, Fall",ARC,392W,Wood Design.,01050,"Macek, Mark",8864441
"2018, Fall",ARC,415K,Construction I.,00623,"Gomes, Francisco",9142692
"2018, Fall",ARC,415K,Construction I.,00624,"Gomes, Francisco",9142692
"2018, Fall",ARC,435K,Construction III.,00780,"Felkner, Juliana",9150178
"2018, Fall",ARC,435K,Construction III.,00785,"Felkner, Juliana",9150178
"2018, Fall",ARC,479,Architectural Research.,00890,"Milovanovic-Bertram, S",9150169
"2018, Fall",ARC,520F,Intermediate Studio III.,00705,"Haettasch, Martin",8876466
"2018, Fall",ARC,520F,Intermediate Studio III.,00710,"Birdsong, Judith",8876621
"2018, Fall",ARC,520F,Intermediate Studio III.,00715,"Ibarra Sevilla, Benjamin",9153556
"2018, Fall",ARC,520F,Intermediate Studio III.,00720,"McCall, Michael",8890502
"2018, Fall",ARC,561C,Comprehensive Studio.,00825,"Garrison, Michael",8853093
"2018, Fall",ARC,561R,Advanced Design.,00828,8885177
"2018, Fall",ARC,561R,Advanced Design.,00829,"Janssen, Lysa",8980212
"2018, Fall",ARC,561R,Advanced Design.,00840,"Benedikt, Michael",8876488
"2018, Fall",ARC,561R,Advanced Design.,00844,"Heymann, David",8857736
"2018, Fall",ARC,561R,Advanced Design.,00845,"Siddiqui, Igor",9142864
"2018, Fall",ARC,561R,Advanced Design.,00850,"Milovanovic-Bertram, S",9150159
"2018, Fall",ARC,561R,Advanced Design.,00855,"Bezan, Boris",8876643
"2018, Fall",ARC,694,Architectural Design: Vertical Studio.,01070,"Wiedemann, Nichole",8876655
"2018, Fall",ARC,694,Architectural Design: Vertical Studio.,01075,"Alter, Kevin",8876531
"2018, Fall",ARC,694,Architectural Design: Vertical Studio.,01080,"Briscoe, Danelle",8876539
"2018, Fall",ARC,694,Architectural Design: Vertical Studio.,01090,8881791
"2018, Fall",ARC,695S,Advanced Architectural Design: Integrative Studio.,01105,"Legge, Robert",8876404
"2018, Fall",ARC,696,Advanced Architectural Design.,01115,"Bezan, Boris",8876647
"2018, Fall",ARC,696,Advanced Architectural Design.,01140,"Benedikt, Michael",8876489
"2018, Fall",ARC,696,Advanced Architectural Design.,01145,"Heymann, David",8857743
"2018, Fall",ARE,102,Introduction to Architectural Engineering.,15010,"Novoselac, Atila",8867335
"2018, Fall",ARE,217,Computer-Aided Design and Graphics.,15015,"Kazi, Fayez",8867338
"2018, Fall",ARE,320K,Introduction to Design I.,15020,"Brooks, Gregory",8867340
"2018, Fall",ARE,320K,Introduction to Design I.,15025,"Brooks, Gregory",8867342
"2018, Fall",ARE,323K,Project Management and Economics.,15030,"O'Brien, William",8867344
"2018, Fall",ARE,323K,Project Management and Economics.,15035,"O'Brien, William",8872841
"2018, Fall",ARE,335,Materials and Methods of Building Construction.,15070,"Caldas, Carlos",8872424
"2018, Fall",ARE,345K,Masonry Engineering.,15075,"Ferron, Raissa",8872428
"2018, Fall",ARE,346N,Building Environmental Systems.,15080,"Xu, Ying",8872927
"2019, Spring",AAS,301,Introduction to Asian American Studies.,32045,"Tang, Eric",9567298
"2019, Spring",AAS,310,Topics in United States History.,32050,"Hsu, Madeline",9441871
"2019, Spring",AAS,310,Asian American Creative Arts.,32055,"Shorb, Katherine",9472647
"2019, Spring",AAS,320,Topics in Asian Cultures.,32059,"Schaub, Joseph",9468114
"2019, Spring",AAS,320,"Race, Internet, and Social Media.",32060,"Nault, Curran",9459874
"2019, Spring",AAS,325,Topics in Asian Studies.,32065,"Oh, Youjeong",9454360
"2019, Spring",AAS,325,The Chinese in Diaspora.,32070,"Hsu, Madeline",9441866
"2019, Spring",ACC,152,Master in Professional Accounting Distinguished Speaker Lyceum.,02395,"Smith, Stephen",9442614
"2019, Spring",ACC,287,Performance Management and Control.,02725,"Lendecky, Brian",9445481
"2019, Spring",ACC,287,Performance Management and Control.,02730,"Lendecky, Brian",9445479
"2019, Spring",ACC,310F,Foundations of Accounting.,02235,"Verduzco, David",9437060
"2019, Spring",ACC,310F,Foundations of Accounting.,02240,"Verduzco, David",9437062
"2019, Spring",ACC,310F,Foundations of Accounting.,02245,"Verduzco, David",9437063
"2019, Spring",ACC,310F,Foundations of Accounting.,02250,"Wang, May",9439376
"2019, Spring",ACC,311,Fundamentals of Financial Accounting.,02255,"Freeman, Robert",9436758
"2019, Spring",ACC,311,Fundamentals of Financial Accounting.,02260,"Smith, Stephen",9442609
"2019, Spring",ACC,311,Fundamentals of Financial Accounting.,02265,"Freeman, Robert",9436759
"2019, Spring",ACC,311,Fundamentals of Financial Accounting.,02270,"Smith, Stephen",9442611
"2019, Spring",ACC,311,Fundamentals of Financial Accounting.,02275,"Charrier, Gretchen",9439374
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02280,"Kamas, J",9437027
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02285,"Platt, David",9437053
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02290,"Hays, Jerry",9437102
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02295,"McGuire, John",9437038
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02300,"Kamas, J",9437037
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02305,"Hays, Jerry",9437105
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02310,"Spiller, William",9442616
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02315,"McGuire, John",9437040
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02325,"Roy Bardhan, Anindita",9437056
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02330,"Spiller, William",9442622
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02335,"McGuire, John",9437042
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02340,"Roy Bardhan, Anindita",9437055
"2019, Spring",ACC,312,Fundamentals of Managerial Accounting.,02341,"Roy Bardhan, Anindita",9437054
"2019, Spring",ACC,312H,Fundamentals of Managerial Accounting: Honors.,02345,"Chan, Eric",9439467
"2019, Spring",ACC,312H,Fundamentals of Managerial Accounting: Honors.,02350,"Chan, Eric",9439468
"2019, Spring",ACC,312H,Fundamentals of Managerial Accounting: Honors.,02355,"Chan, Eric",9439470
"2019, Spring",ACC,326,Financial Accounting--Intermediate.,02360,"Guler, Lale",9442597
"2019, Spring",ACC,326,Financial Accounting--Intermediate.,02370,"Guler, Lale",9442605
"2019, Spring",ACC,326,Financial Accounting--Intermediate.,02375,"Guler, Lale",9442607
"2019, Spring",ACC,327,Financial Statement Analysis.,02380,"Spiller, William",9445484
"2019, Spring",ACC,327,Financial Statement Analysis.,02385,"Spiller, William",9445488
"2019, Spring",ACC,329,Managerial Accounting and Control.,02390,"Atiase, Rowland",9436746
"2019, Spring",ACC,355,Introduction to Taxation.,02400,"Mills, Lillian",9437044
"2019, Spring",ACC,355,Introduction to Taxation.,02405,"Mills, Lillian",9437049
"2019, Spring",ACC,358C,Auditing and Other Assurance Services.,02410,"Johanns, Jeffrey",9436809
"2019, Spring",ACC,358C,Auditing and Other Assurance Services.,02415,"Johanns, Jeffrey",9436816
"2019, Spring",ACC,358C,Auditing and Other Assurance Services.,02420,"Hallman, Nicholas",9436765
"2019, Spring",ACC,358C,Auditing and Other Assurance Services.,02425,"Hallman, Nicholas",9436774
"2019, Spring",ACC,358C,Auditing and Other Assurance Services.,02430,"Hallman, Nicholas",9436783
"2019, Spring",ACC,359,Managerial/Cost Accounting.,02435,"Zheng, Ronghuo",9437069
"2019, Spring",ACC,359,Managerial/Cost Accounting.,02440,"Zheng, Ronghuo",9437074
"2019, Spring",ACC,359,Managerial/Cost Accounting.,02445,"Zheng, Ronghuo",9437077
"2019, Spring",ACC,362,Auditing and Control.,02450,"Bradshaw, Mark",9436756
"2019, Spring",ACC,364,Fundamentals of Taxation.,02455,"Mills, Lillian",9437052
"2019, Spring",ACC,364,Fundamentals of Taxation.,02460,"Johnston-Blair, Donna",9436822
"2019, Spring",ACC,366P,Accounting Practicum.,02465,"Charrier, Gretchen",9456279
"2019, Spring",ACC,366P,Accounting Practicum.,02470,"Kamas, J",9456290
"2019, Spring",ACC,366P,Accounting Practicum.,02475,"Kamas, J",9456296
"2019, Spring",ACC,378,"Petroleum Accounting: Principles, Procedures, and Issues.",02480,"Hays, Jerry",9437111
"2019, Spring",ACC,378,"Petroleum Accounting: Principles, Procedures, and Issues.",02485,"Hays, Jerry",9437116
"2019, Spring",ACC,378,Financial Planning for Wealth Management.,02490,"Holbrook, Terri",9436792
"2019, Spring",ACC,378,Financial Planning for Wealth Management.,02495,"Holbrook, Terri",9436796
"2019, Spring",ACC,378,Financial Planning for Wealth Management.,02500,"Holbrook, Terri",9436801
"2019, Spring",ACC,380K,Financial Accounting Standards and Analysis I.,02525,"Donelson, Dain",9442601
"2019, Spring",ACC,380K,Financial Accounting Standards and Analysis II.,02530,"Bradshaw, Mark",9437775
"2019, Spring",ACC,380K,Auditing and Other Assurance Services.,02535,"Johanns, Jeffrey",9436812
"2019, Spring",ACC,380K,Auditing and Other Assurance Services.,02540,"Johanns, Jeffrey",9436818
"2019, Spring",ACC,380K,Auditing and Other Assurance Services.,02545,"Hallman, Nicholas",9436772
"2019, Spring",ACC,380K,Auditing and Other Assurance Services.,02550,"Hallman, Nicholas",9436782
"2019, Spring",ACC,380K,Auditing and Other Assurance Services.,02555,"Hallman, Nicholas",9436786
"2019, Spring",ACC,380K,Financial Statement Analysis.,02559,"Badolato, Patrick",9436749
"2019, Spring",ACC,380K,Financial Statement Analysis.,02575,"Badolato, Patrick",9436750
"2019, Spring",ACC,380K,Financial Statement Analysis.,02580,"Badolato, Patrick",9436752
"2019, Spring",ACC,380K,"Petroleum Accounting: Principles, Procedures, and Issues.",02585,"Hays, Jerry",9437107
"2019, Spring",ACC,380K,"Petroleum Accounting: Principles, Procedures, and Issues.",02590,"Hays, Jerry",9437113
"2019, Spring",ACC,380K,Introduction to Taxation.,02595,"Mills, Lillian",9437047
"2019, Spring",ACC,380K,Introduction to Taxation.,02600,"Mills, Lillian",9437051
"2019, Spring",ACC,380K,Information Technology for Accounting and Control.,02605,"Brown, Patti",9456284
"2019, Spring",ACC,380K,Information Technology for Accounting and Control.,02610,"Brown, Patti",9456287
"2019, Spring",ACC,380K,Financial Planning for Wealth Management.,02615,"Holbrook, Terri",9436790
"2019, Spring",ACC,380K,Financial Planning for Wealth Management.,02620,"Holbrook, Terri",9436794
"2019, Spring",ACC,380K,Financial Planning for Wealth Management.,02625,"Holbrook, Terri",9436798
"2019, Spring",ACC,380K,Government and Not-for-Profit Accounting.,02630,9436762
"2019, Spring",ACC,383K,"Studies in Auditing, MPA Program.",02645,"Schmidt, Jaime",9553252
"2019, Spring",ACC,383K,Management Auditing and Control.,02655,"Goodson, Stephen",9442582
"2019, Spring",ACC,383K,Management Auditing and Control.,02660,"Goodson, Stephen",9442595
"2019, Spring",ACC,383K,Fraud Examination.,02665,"Bradshaw, Mark",9445491
"2019, Spring",ACC,384,Research and Planning in Federal Taxes.,02670,"Charrier, Gretchen",9456281
"2019, Spring",ACC,384,Research and Planning in Federal Taxes.,02675,"Kamas, J",9456294
"2019, Spring",ACC,384,Research and Planning in Federal Taxes.,02680,"Kamas, J",9456297
"2019, Spring",ACC,384,Taxation of Entities I.,02685,"Johnston-Blair, Donna",9439452
"2019, Spring",ACC,384,Taxation of Entities I.,02690,"Zvinakis, Kristina",9437084
"2019, Spring",ACC,384,Taxation of Entities I.,02695,"Zvinakis, Kristina",9437086
"2019, Spring",ACC,384,Tax Planning for Business Entities.,02700,"Singer, Stuart",9437088
"2019, Spring",ACC,384,International and Interstate Taxation.,02705,"Singer, Stuart",9437095
"2019, Spring",ACC,387,Introduction to Managerial Accounting.,02745,"Zheng, Ronghuo",9437072
"2019, Spring",ACC,387,Introduction to Managerial Accounting.,02750,"Zheng, Ronghuo",9437076
"2019, Spring",ACC,387,Introduction to Managerial Accounting.,02755,"Zheng, Ronghuo",9437078
"2019, Spring",ACC,387,Strategic Control Systems.,02760,9436743
"2019, Spring",ADV,151,Advertising Practicum.,06400,"Cunningham, Isabella",9461559
"2019, Spring",ADV,303,Advertising and Popular Culture.,06210,"Marmor-Lavie, Galit",9461994
"2019, Spring",ADV,305,Fundamentals of Advertising.,06215,"Wang, Wan",9464684
"2019, Spring",ADV,305S,Introduction to Integrated Communication for Sports.,06220,"Wille, Stephen",9462202
"2019, Spring",ADV,309R,Introduction to Advertising and Public Relations Research.,06225,"Eastin, Matthew",9461625
"2019, Spring",ADV,315,History and Development of Advertising.,06230,"Ryoo, Yuhosua",9464690
"2019, Spring",ADV,316,Creativity and American Culture.,06235,"Lewis, Robert",9461927
"2019, Spring",ADV,318J,Introduction to Advertising and Integrated Brand Communication.,06240,"Dudo, Anthony",9461620
"2019, Spring",ADV,318J,Introduction to Advertising and Integrated Brand Communication.,06245,"Wilcox, Gary",9462183
"2019, Spring",ADV,319,Psychology of Advertising.,06250,"Kahlor, Lee Ann",9468703
"2019, Spring",ADV,319,Psychology of Advertising.,06255,"Pounders, Kathrynn",9462046
"2019, Spring",ADV,320,Integrated Communication for Nonprofit Organizations.,06260,"Scott, Timothy",9462088
"2019, Spring",ADV,322,"Health Communication: Messages, Campaigns, and the Media.",06265,"Mackert, Michael",9461975
"2019, Spring",ADV,323,Public Communication of Science and Techology.,06270,"Dudo, Anthony",9461622
"2019, Spring",ADV,325,Introduction to Advertising Creativity.,06275,"Thompson, Sean",9462128
"2019, Spring",ADV,327,Account Planning.,06280,"Lewis, Robert",9461933
"2019, Spring",ADV,332,Technology Marketing and Advertising.,06285,"Bunting, James",9461504
"2019, Spring",ADV,332C,New Media Entrepreneurialism.,06290,"Bunting, James",9461526
"2019, Spring",ADV,332D,Entrepreneurialism in Communication.,06295,"Bunting, James",9461530
"2019, Spring",ADV,334,International Advertising.,06300,"Jeon, Yongwoog",9468687
"2019, Spring",ADV,336,Multicultural Issues in Advertising and Public Relations.,06305,"Kemp, Deena",9461868
"2019, Spring",ADV,338K,Digital Creative Portfolio.,06310,"Romero, James",9462065
"2019, Spring",ADV,339K,Digital Graphic Communication.,06315,"McCutchin, Matthew",9433350
"2019, Spring",ADV,339L,Brand Storytelling.,06320,"McCutchin, Matthew",9433354
"2019, Spring",ADV,343K,Portfolio I.,06325,"Labounty, Sean",9461900
"2019, Spring",ADV,343K,Portfolio I.,06330,"Romero, James",9462071
"2019, Spring",ADV,344K,Advertising Research.,06335,"Kahlor, Lee Ann",9468704
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06340,"Dobias, Lisa",9461600
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06345,"Dobias, Lisa",9461600
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06350,"Dobias, Lisa",9461600
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06355,"Dobias, Lisa",9461600
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06360,"Dobias, Lisa",9461607
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06365,"Dobias, Lisa",9461607
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06370,"Dobias, Lisa",9461607
"2019, Spring",ADV,345J,Advertising Media Planning Foundations.,06375,"Dobias, Lisa",9461607
"2019, Spring",ADV,348S,The Business of Sports Media.,06385,"Pannes, Mark",9462038
"2019, Spring",ADV,350,Advertising Internship.,06390,"Cunningham, Isabella",9461536
"2019, Spring",ADV,350S,Internship in Sports Media.,06395,"Cunningham, Isabella",9461579
"2019, Spring",ADV,353,Advertising and Public Relations Law and Ethics.,06405,"Pounders, Kathrynn",9462049
"2019, Spring",ADV,353,Advertising and Public Relations Law and Ethics.,06410,"Ciszek, Erica",9461541
"2019, Spring",ADV,369,Social Media.,06425,"Wilcox, Gary",9462189
"2019, Spring",ADV,370J,Integrated Communications Management.,06430,"Marmor-Lavie, Galit",9461997
"2019, Spring",ADV,370J,Integrated Communications Management.,06435,"Stout, Patricia",9462119
"2019, Spring",ADV,370J,Integrated Communications Management.,06440,"Marmor-Lavie, Galit",9462007
"2019, Spring",ADV,370J,Integrated Communications Management.,06445,"Stavchansky de lewis, Liza",9462096
"2019, Spring",ADV,370J,Integrated Communications Management.,06450,"Stavchansky de lewis, Liza",9462098
"2019, Spring",ADV,370J,Integrated Communications Management.,06455,"Webber, Eric",9462142
"2019, Spring",ADV,370J,Integrated Communications Management.,06456,"Cunningham, Isabella",9461573
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06460,"Stout, Patricia",9462124
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06465,"Bell, Tamara",9461468
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06470,"Love, Bradford",9461937
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06475,"Arrington, Tracy",9461361
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06480,"McCutchin, Matthew",9433358
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06485,"Bell, Tamara",9461476
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06490,"Scheinbaum, Angeline",9464705
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06495,"Labounty, Sean",9456835
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06500,"Stavchansky de lewis, Liza",9462099
"2019, Spring",ADV,373,Integrated Communications Campaigns.,06501,"Webber, Eric",9462145
"2019, Spring",ADV,377,Advanced Media Strategies.,06510,"Dobias, Lisa",9461611
"2019, Spring",ADV,377M,Digital Metrics.,06515,"Devlin, Natalie",9461487
"2019, Spring",ADV,377M,Media Investments.,06520,"Arrington, Tracy",9461438
"2019, Spring",ADV,378,Advanced Studies in Public Relations.,06525,"Koch, Kendra",9461878
"2019, Spring",ADV,378,Advanced Studies in Advertising.,06530,"Gardner, David",9492825
"2019, Spring",ADV,378,Advanced Studies in Advertising.,06535,"Reilly, Erin",9462053
"2019, Spring",ADV,378,Advanced Studies in Advertising.,06540,"Junker, David",9461850
"2019, Spring",ADV,378S,Special Topics in Sports Media.,06550,"Lulla, Joel",9461953
"2019, Spring",ADV,378S,Special Topics in Sports Media.,06555,"Wille, Stephen",9462213
"2019, Spring",ADV,378S,Special Topics in Sports Media.,06560,"Lulla, Joel",9461960
"2019, Spring",ADV,378S,Sports Contract Negotiation Techniques.,06565,"Lulla, Joel",9461967
"2019, Spring",ADV,378S,Sports and Social Media.,06570,"Wille, Stephen",9462218
"2019, Spring",ADV,382J,Theories of Persuasive Communication and Consumer Decision Making.,06580,"Oh, Jeeyun",9462030
"2019, Spring",ADV,385,Account Planning.,06610,"Lewis, Robert",9492796
"2019, Spring",ADV,391K,Seminar in Advertising.,06635,"Mahajan, Vijay",9464696
"2019, Spring",ADV,391K,Seminar in Advertising.,06640,"Reilly, Erin",9462056
"2019, Spring",ADV,391K,Seminar in Advertising.,06645,"Oh, Jeeyun",9462034
"2019, Spring",ADV,391K,Seminar in Advertising.,06650,"Mackert, Michael",9461982
"2019, Spring",ADV,391K,Seminar in Advertising.,06655,"Mahajan, Vijay",9464701
"2019, Spring",ADV,391K,Seminar in Advertising.,06660,"Eastin, Matthew",9461631
"2019, Spring",ADV,391K,Seminar in Advertising.,06665,"Wilcox, Gary",9462193
"2019, Spring",ADV,391K,Seminar in Advertising.,06670,"Lulla, Joel",9461972
"2019, Spring",ADV,391K,Integrated Communication for Sports.,06675,"Wille, Stephen",9462209
"2019, Spring",ADV,392,Advanced Advertising Theories II.,06680,"Devlin, Natalie",9461491
"2019, Spring",ADV,392,Advertising Research II.,06685,"Scheinbaum, Angeline",9461549
"2019, Spring",ADV,395,Advertising Internship.,06690,"Cunningham, Isabella",9461586
"2019, Spring",ADV,447,Computer Imaging Topics.,06380,"Labounty, Sean",9456824
"2019, Spring",ADV,468K,Portfolio II.,06415,"Romero, James",9462074
"2019, Spring",ADV,468L,Portfolio III.,06420,"Labounty, Sean",9456814
"2019, Spring",ADV,475,Portfolio IV.,06505,"Romero, James",9462078
"2019, Spring",ADV,483,Supervised Individual Creative Studies.,06585,"Labounty, Sean",9456812
"2019, Spring",ADV,483,Portfolio I.,06590,"Labounty, Sean",9456808
"2019, Spring",ADV,483,Portfolio I.,06595,"Romero, James",9462083
"2019, Spring",ADV,483,Portfolio II.,06600,"Romero, James",9462084
"2019, Spring",ADV,483,Portfolio IV.,06605,"Romero, James",9462085
"2019, Spring",AET,102,Arts and Entertainment Technologies Colloquium II.,20555,"Lanina, Yuliya",9449949
"2019, Spring",AET,304,Foundations of Arts and Entertainment Technologies.,20560,"Stamps, Jack",9449964
"2019, Spring",AET,305,Foundations of Music Technology.,20565,"Nokes, Nathan",9449967
"2019, Spring",AET,305,Foundations of Music Technology.,20570,"Nokes, Nathan",9449968
"2019, Spring",AET,306,Foundations of Digital Imaging and Visualization.,20575,"Hervey, Gregory",9449972
"2019, Spring",AET,306,Foundations of Digital Imaging and Visualization.,20580,"Hervey, Gregory",9449973
"2019, Spring",AET,306,Foundations of Digital Imaging and Visualization.,20581,"Hervey, Gregory",9449976
"2019, Spring",AET,310,Foundations of Creative Coding.,20585,"Coleman, Tyler",9463156
"2019, Spring",AET,310,Foundations of Creative Coding.,20590,9449987
"2019, Spring",AET,310,Foundations of Creative Coding.,20595,"Coleman, Tyler",9463155
"2019, Spring",AET,310,Foundations of Creative Coding.,20596,"Coleman, Tyler",9463157
"2019, Spring",AET,316,Foundations of New Performance Technologies.,20600,"Smith, Matthew",9449991
"2019, Spring",AET,316,Foundations of New Performance Technologies.,20601,"Smith, Matthew",9449995
"2019, Spring",AET,318,Foundations of Games and Playable Apps.,20605,"Cohen, David",9450000
"2019, Spring",AET,318,Foundations of Games and Playable Apps.,20607,"Cohen, David",9450001
"2019, Spring",AET,318,Foundations of Games and Playable Apps.,20608,"Cohen, David",9450002
"2019, Spring",AET,319,Topics in Arts and Entertainment Technologies.,20609,"Norman, Christopher",9450107
"2019, Spring",AET,323,Film and Game Scoring.,20629,"Lipman, Samuel",9463158
"2019, Spring",AET,325,Digital Production Art 2-D.,20630,"Daugherty, Neal",9450109
"2019, Spring",AET,326,Digital Production Art 3-D.,20635,"Norman, Christopher",9450112
"2019, Spring",AET,328,Animation and Rigging.,20639,"Norman, Christopher",9452984
"2019, Spring",AET,332,Intermediate Computer Music.,20645,"Young, Nina",9464843
"2019, Spring",AET,337,Writing for Interactive Games and Media.,20650,"O Connor, Susan",9485393
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20672,"Perez, Carolina",9450117
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20673,"Baker, Michael",9450119
"2019, Spring",AET,339,Advanced Production Laboratory.,20674,"Mazique, Earnest",9471639
"2019, Spring",AET,339,Topics in Design and Technology.,20676,"Johnson, Justin",9471655
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20678,"Cohen, David",9450005
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20679,"Johns, Megan",9450136
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20680,"Baker, Michael",9450138
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20685,"Perez, Carolina",9450118
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20690,"Stamps, Jack",9450123
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20695,"Johns, Megan",9450131
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20724,"Stamps, Jack",9450137
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20725,"Johns, Megan",9450139
"2019, Spring",AET,339,Advanced Topics in Arts and Entertainment Technologies.,20730,"Daugherty, Neal",9450140
"2019, Spring",AET,341,Sound Synthesis and Audio Processing.,20735,"Ozley, Christopher",9450142
"2019, Spring",AET,346,Game Scripting and Modding.,20750,"Johns, Megan",9450143
"2019, Spring",AET,348,Concert and Event Lighting.,20755,"Smith, Matthew",9450135
"2019, Spring",AET,361C,Physical Computing.,20770,9450149
"2019, Spring",AET,363C,Visual Programming.,20774,9450151
"2019, Spring",AET,373,Senior Design Projects II.,20775,"Lanina, Yuliya",9452970
"2019, Spring",AET,377,Game Development Capstone: Three-Dimensional Games.,20785,"Toprac, Paul",9461514
"2019, Spring",AFR,302M,Numbering Race.,30435,"Irizarry, Yasmiyn",9460072
"2019, Spring",AFR,303,Introduction to Black Studies.,30440,"Gordon, Edmund",9475016
"2019, Spring",AFR,310K,Introduction to Modern Africa.,30445,"Falola, Oloruntoyin",9443206
"2019, Spring",AFR,317E,Introductory Topics in Anthropology.,30450,"Franklin, Maria",9459683
"2019, Spring",AFR,317E,Black Queer Art Worlds.,30455,"Gill, Lyndon",9465785
"2019, Spring",AFR,321L,Sociology of Education.,30500,"Irizarry, Yasmiyn",9460078
"2019, Spring",AFR,321L,Sociology of Education.,30504,"Fulton, Kelly",9450391
"2019, Spring",AFR,345C,History of West Africa.,30505,"Falola, Oloruntoyin",9444076
"2019, Spring",AFR,360,"Race, Law, and United States Society.",30515,"Thompson, Shirley",9472192
